rep_key,team_key,month_key,date_key,target_amount_usd,revision_no,is_ramp_month
57,6,202402,20240201,117572.0,1,0
58,6,202402,20240201,117572.0,1,0
59,6,202402,20240201,117572.0,1,0
60,6,202402,20240201,117572.0,1,0
61,6,202402,20240201,117572.0,1,0
62,6,202402,20240201,117572.0,1,0
63,6,202402,20240201,117572.0,1,0
64,6,202402,20240201,117572.0,1,0
65,7,202402,20240201,68960.5,1,0
66,7,202402,20240201,68960.5,1,0
67,7,202402,20240201,68960.5,1,0
68,7,202402,20240201,68960.5,1,0
69,7,202402,20240201,68960.5,1,0
70,7,202402,20240201,68960.5,1,0
71,7,202402,20240201,68960.5,1,0
72,7,202402,20240201,68960.5,1,0
73,8,202402,20240201,41040.0,1,0
74,8,202402,20240201,41040.0,1,0
75,8,202402,20240201,41040.0,1,0
76,8,202402,20240201,41040.0,2,0
77,8,202402,20240201,41040.0,1,0
9,1,202403,20240301,76960.0,1,0
10,1,202403,20240301,76960.0,1,0
11,1,202403,20240301,76960.0,1,0
12,1,202403,20240301,76960.0,1,0
13,1,202403,20240301,76960.0,1,0
14,1,202403,20240301,76960.0,1,0
15,1,202403,20240301,76960.0,1,0
16,1,202403,20240301,76960.0,1,0
17,1,202403,20240301,76960.0,1,0
18,2,202403,20240301,39960.0,1,0
19,2,202403,20240301,39960.0,1,0
20,2,202403,20240301,39960.0,1,0
21,2,202403,20240301,39960.0,1,0
22,2,202403,20240301,39960.0,1,0
23,2,202403,20240301,39960.0,1,0
24,2,202403,20240301,39960.0,1,0
25,2,202403,20240301,39960.0,1,0
26,2,202403,20240301,39960.0,2,0
27,2,202403,20240301,39960.0,1,0
28,2,202403,20240301,39960.0,1,0
29,3,202403,20240301,45140.0,1,0
30,3,202403,20240301,45140.0,1,0
31,3,202403,20240301,45140.0,1,0
32,3,202403,20240301,45140.0,1,0
33,3,202403,20240301,45140.0,1,0
34,3,202403,20240301,45140.0,1,0
35,3,202403,20240301,45140.0,1,0
36,4,202403,20240301,116480.0,1,0
37,4,202403,20240301,116480.0,1,0
39,4,202403,20240301,116480.0,1,0
40,4,202403,20240301,116480.0,1,0
41,4,202403,20240301,116480.0,1,0
42,4,202403,20240301,116480.0,1,0
43,4,202403,20240301,116480.0,1,0
44,4,202403,20240301,116480.0,1,0
45,4,202403,20240301,116480.0,1,0
46,5,202403,20240301,60480.0,1,0
47,5,202403,20240301,60480.0,1,0
48,5,202403,20240301,60480.0,1,0
49,5,202403,20240301,60480.0,1,0
50,5,202403,20240301,60480.0,1,0
51,5,202403,20240301,60480.0,1,0
52,5,202403,20240301,60480.0,1,0
53,5,202403,20240301,60480.0,1,0
54,5,202403,20240301,60480.0,1,0
55,5,202403,20240301,60480.0,1,0
56,6,202403,20240301,123760.0,1,0
57,6,202403,20240301,123760.0,1,0
58,6,202403,20240301,123760.0,1,0
59,6,202403,20240301,123760.0,1,0
61,6,202403,20240301,123760.0,1,0
62,6,202403,20240301,123760.0,1,0
63,6,202403,20240301,123760.0,1,0
64,6,202403,20240301,123760.0,1,0
65,7,202403,20240301,72590.0,1,0
66,7,202403,20240301,72590.0,1,0
67,7,202403,20240301,72590.0,1,0
68,7,202403,20240301,72590.0,1,0
69,7,202403,20240301,72590.0,1,0
70,7,202403,20240301,72590.0,1,0
71,7,202403,20240301,72590.0,1,0
73,8,202403,20240301,43200.0,1,0
74,8,202403,20240301,43200.0,1,0
75,8,202403,20240301,43200.0,1,0
76,8,202403,20240301,43200.0,1,0
77,8,202403,20240301,43200.0,1,0
9,1,202404,20240401,76960.0,1,0
10,1,202404,20240401,76960.0,2,0
11,1,202404,20240401,76960.0,1,0
12,1,202404,20240401,76960.0,1,0
13,1,202404,20240401,76960.0,1,0
14,1,202404,20240401,76960.0,1,0
15,1,202404,20240401,76960.0,1,0
16,1,202404,20240401,76960.0,1,0
17,1,202404,20240401,76960.0,1,0
18,2,202404,20240401,39960.0,1,0
19,2,202404,20240401,39960.0,1,0
20,2,202404,20240401,39960.0,1,0
22,2,202404,20240401,39960.0,1,0
23,2,202404,20240401,39960.0,1,0
24,2,202404,20240401,39960.0,1,0
25,2,202404,20240401,39960.0,1,0
26,2,202404,20240401,39960.0,1,0
27,2,202404,20240401,39960.0,1,0
28,2,202404,20240401,39960.0,1,0
29,3,202404,20240401,45140.0,1,0
30,3,202404,20240401,45140.0,1,0
31,3,202404,20240401,45140.0,1,0
32,3,202404,20240401,45140.0,1,0
33,3,202404,20240401,45140.0,1,0
34,3,202404,20240401,45140.0,1,0
35,3,202404,20240401,45140.0,1,0
36,4,202404,20240401,116480.0,1,0
37,4,202404,20240401,116480.0,1,0
39,4,202404,20240401,116480.0,1,0
40,4,202404,20240401,116480.0,1,0
41,4,202404,20240401,116480.0,1,0
42,4,202404,20240401,116480.0,1,0
43,4,202404,20240401,116480.0,1,0
44,4,202404,20240401,116480.0,1,0
45,4,202404,20240401,116480.0,1,0
46,5,202404,20240401,60480.0,1,0
47,5,202404,20240401,60480.0,1,0
48,5,202404,20240401,60480.0,1,0
49,5,202404,20240401,60480.0,1,0
50,5,202404,20240401,60480.0,1,0
51,5,202404,20240401,60480.0,1,0
52,5,202404,20240401,60480.0,1,0
53,5,202404,20240401,60480.0,1,0
54,5,202404,20240401,60480.0,1,0
55,5,202404,20240401,60480.0,1,0
56,6,202404,20240401,123760.0,1,0
57,6,202404,20240401,123760.0,1,0
58,6,202404,20240401,123760.0,1,0
59,6,202404,20240401,123760.0,1,0
61,6,202404,20240401,123760.0,1,0
62,6,202404,20240401,123760.0,1,0
63,6,202404,20240401,123760.0,1,0
64,6,202404,20240401,123760.0,1,0
65,7,202404,20240401,72590.0,1,0
66,7,202404,20240401,72590.0,1,0
67,7,202404,20240401,72590.0,1,0
68,7,202404,20240401,72590.0,1,0
69,7,202404,20240401,72590.0,1,0
70,7,202404,20240401,72590.0,1,0
71,7,202404,20240401,72590.0,1,0
73,8,202404,20240401,43200.0,1,0
74,8,202404,20240401,43200.0,1,0
75,8,202404,20240401,43200.0,1,0
76,8,202404,20240401,43200.0,1,0
77,8,202404,20240401,43200.0,1,0
9,1,202405,20240501,76960.0,1,0
10,1,202405,20240501,76960.0,1,0
11,1,202405,20240501,76960.0,1,0
12,1,202405,20240501,76960.0,1,0
13,1,202405,20240501,76960.0,1,0
14,1,202405,20240501,76960.0,1,0
15,1,202405,20240501,76960.0,1,0
16,1,202405,20240501,76960.0,1,0
17,1,202405,20240501,76960.0,1,0
18,2,202405,20240501,39960.0,1,0
19,2,202405,20240501,39960.0,1,0
20,2,202405,20240501,39960.0,1,0
21,2,202405,20240501,39960.0,1,0
22,2,202405,20240501,39960.0,1,0
23,2,202405,20240501,39960.0,1,0
24,2,202405,20240501,39960.0,1,0
25,2,202405,20240501,39960.0,1,0
26,2,202405,20240501,39960.0,2,0
27,2,202405,20240501,39960.0,1,0
28,2,202405,20240501,39960.0,1,0
29,3,202405,20240501,45140.0,1,0
30,3,202405,20240501,45140.0,2,0
31,3,202405,20240501,45140.0,1,0
32,3,202405,20240501,45140.0,1,0
33,3,202405,20240501,45140.0,1,0
34,3,202405,20240501,45140.0,1,0
35,3,202405,20240501,45140.0,1,0
36,4,202405,20240501,116480.0,1,0
37,4,202405,20240501,116480.0,1,0
39,4,202405,20240501,116480.0,1,0
40,4,202405,20240501,116480.0,1,0
41,4,202405,20240501,116480.0,1,0
42,4,202405,20240501,116480.0,1,0
43,4,202405,20240501,116480.0,1,0
44,4,202405,20240501,116480.0,1,0
45,4,202405,20240501,116480.0,1,0
46,5,202405,20240501,60480.0,1,0
47,5,202405,20240501,60480.0,2,0
48,5,202405,20240501,60480.0,1,0
49,5,202405,20240501,60480.0,2,0
50,5,202405,20240501,60480.0,1,0
51,5,202405,20240501,60480.0,1,0
52,5,202405,20240501,60480.0,1,0
53,5,202405,20240501,60480.0,1,0
54,5,202405,20240501,60480.0,1,0
55,5,202405,20240501,60480.0,1,0
56,6,202405,20240501,123760.0,1,0
57,6,202405,20240501,123760.0,1,0
58,6,202405,20240501,123760.0,1,0
59,6,202405,20240501,123760.0,1,0
61,6,202405,20240501,123760.0,2,0
62,6,202405,20240501,123760.0,1,0
63,6,202405,20240501,123760.0,1,0
64,6,202405,20240501,123760.0,1,0
65,7,202405,20240501,72590.0,1,0
66,7,202405,20240501,72590.0,1,0
67,7,202405,20240501,72590.0,1,0
68,7,202405,20240501,72590.0,1,0
69,7,202405,20240501,72590.0,1,0
71,7,202405,20240501,72590.0,1,0
73,8,202405,20240501,43200.0,1,0
74,8,202405,20240501,43200.0,1,0
75,8,202405,20240501,43200.0,2,0
76,8,202405,20240501,43200.0,1,0
78,4,202405,20240501,46592.0,1,1
79,7,202405,20240501,29036.0,1,1
9,1,202406,20240601,80038.4,1,0
10,1,202406,20240601,80038.4,1,0
11,1,202406,20240601,80038.4,1,0
12,1,202406,20240601,80038.4,1,0
13,1,202406,20240601,80038.4,1,0
14,1,202406,20240601,80038.4,1,0
15,1,202406,20240601,80038.4,1,0
16,1,202406,20240601,80038.4,1,0
17,1,202406,20240601,80038.4,1,0
18,2,202406,20240601,41558.4,1,0
19,2,202406,20240601,41558.4,1,0
20,2,202406,20240601,41558.4,1,0
21,2,202406,20240601,41558.4,1,0
22,2,202406,20240601,41558.4,1,0
23,2,202406,20240601,41558.4,1,0
24,2,202406,20240601,41558.4,1,0
25,2,202406,20240601,41558.4,1,0
26,2,202406,20240601,41558.4,1,0
27,2,202406,20240601,41558.4,1,0
28,2,202406,20240601,41558.4,1,0
29,3,202406,20240601,46945.6,1,0
30,3,202406,20240601,46945.6,1,0
31,3,202406,20240601,46945.6,1,0
32,3,202406,20240601,46945.6,2,0
33,3,202406,20240601,46945.6,1,0
34,3,202406,20240601,46945.6,2,0
35,3,202406,20240601,46945.6,1,0
36,4,202406,20240601,121139.2,1,0
37,4,202406,20240601,121139.2,1,0
39,4,202406,20240601,121139.2,1,0
40,4,202406,20240601,121139.2,1,0
41,4,202406,20240601,121139.2,1,0
42,4,202406,20240601,121139.2,1,0
43,4,202406,20240601,121139.2,1,0
45,4,202406,20240601,121139.2,1,0
46,5,202406,20240601,62899.2,1,0
47,5,202406,20240601,62899.2,1,0
48,5,202406,20240601,62899.2,1,0
49,5,202406,20240601,62899.2,1,0
50,5,202406,20240601,62899.2,1,0
51,5,202406,20240601,62899.2,1,0
52,5,202406,20240601,62899.2,1,0
53,5,202406,20240601,62899.2,1,0
54,5,202406,20240601,62899.2,1,0
55,5,202406,20240601,62899.2,1,0
56,6,202406,20240601,128710.4,1,0
57,6,202406,20240601,128710.4,1,0
58,6,202406,20240601,128710.4,1,0
59,6,202406,20240601,128710.4,1,0
61,6,202406,20240601,128710.4,1,0
62,6,202406,20240601,128710.4,1,0
63,6,202406,20240601,128710.4,1,0
64,6,202406,20240601,128710.4,1,0
65,7,202406,20240601,75493.6,2,0
66,7,202406,20240601,75493.6,2,0
68,7,202406,20240601,75493.6,1,0
69,7,202406,20240601,75493.6,1,0
71,7,202406,20240601,75493.6,1,0
73,8,202406,20240601,44928.0,1,0
74,8,202406,20240601,44928.0,1,0
75,8,202406,20240601,44928.0,1,0
76,8,202406,20240601,44928.0,1,0
78,4,202406,20240601,78740.48,1,1
79,7,202406,20240601,49070.84,1,1
80,6,202406,20240601,51484.16,1,1
81,7,202406,20240601,30197.44,1,1
9,1,202407,20240701,73112.0,1,0
10,1,202407,20240701,73112.0,1,0
11,1,202407,20240701,73112.0,1,0
12,1,202407,20240701,73112.0,1,0
13,1,202407,20240701,73112.0,2,0
14,1,202407,20240701,73112.0,1,0
15,1,202407,20240701,73112.0,1,0
16,1,202407,20240701,73112.0,1,0
17,1,202407,20240701,73112.0,1,0
18,2,202407,20240701,37962.0,1,0
19,2,202407,20240701,37962.0,1,0
20,2,202407,20240701,37962.0,1,0
21,2,202407,20240701,37962.0,1,0
22,2,202407,20240701,37962.0,1,0
23,2,202407,20240701,37962.0,1,0
24,2,202407,20240701,37962.0,1,0
25,2,202407,20240701,37962.0,1,0
26,2,202407,20240701,37962.0,1,0
27,2,202407,20240701,37962.0,1,0
28,2,202407,20240701,37962.0,1,0
29,3,202407,20240701,42883.0,1,0
30,3,202407,20240701,42883.0,1,0
31,3,202407,20240701,42883.0,1,0
32,3,202407,20240701,42883.0,1,0
33,3,202407,20240701,42883.0,1,0
34,3,202407,20240701,42883.0,1,0
35,3,202407,20240701,42883.0,1,0
36,4,202407,20240701,110656.0,1,0
37,4,202407,20240701,110656.0,1,0
39,4,202407,20240701,110656.0,1,0
40,4,202407,20240701,110656.0,1,0
41,4,202407,20240701,110656.0,1,0
42,4,202407,20240701,110656.0,1,0
43,4,202407,20240701,110656.0,1,0
45,4,202407,20240701,110656.0,1,0
46,5,202407,20240701,57456.0,1,0
47,5,202407,20240701,57456.0,1,0
48,5,202407,20240701,57456.0,1,0
49,5,202407,20240701,57456.0,2,0
50,5,202407,20240701,57456.0,1,0
51,5,202407,20240701,57456.0,1,0
52,5,202407,20240701,57456.0,1,0
53,5,202407,20240701,57456.0,1,0
54,5,202407,20240701,57456.0,1,0
55,5,202407,20240701,57456.0,1,0
56,6,202407,20240701,117572.0,1,0
57,6,202407,20240701,117572.0,2,0
58,6,202407,20240701,117572.0,1,0
59,6,202407,20240701,117572.0,1,0
61,6,202407,20240701,117572.0,1,0
62,6,202407,20240701,117572.0,1,0
63,6,202407,20240701,117572.0,1,0
64,6,202407,20240701,117572.0,1,0
65,7,202407,20240701,68960.5,1,0
66,7,202407,20240701,68960.5,1,0
67,7,202407,20240701,68960.5,1,0
68,7,202407,20240701,68960.5,2,0
69,7,202407,20240701,68960.5,1,0
71,7,202407,20240701,68960.5,1,0
73,8,202407,20240701,41040.0,1,0
74,8,202407,20240701,41040.0,1,0
75,8,202407,20240701,41040.0,1,0
76,8,202407,20240701,41040.0,1,0
78,4,202407,20240701,94057.6,1,1
79,7,202407,20240701,58616.42,1,1
80,6,202407,20240701,76421.8,1,1
81,7,202407,20240701,44824.33,1,1
82,8,202407,20240701,16416.0,1,1
9,1,202408,20240801,70803.2,1,0
10,1,202408,20240801,70803.2,1,0
11,1,202408,20240801,70803.2,1,0
12,1,202408,20240801,70803.2,1,0
13,1,202408,20240801,70803.2,1,0
14,1,202408,20240801,70803.2,1,0
15,1,202408,20240801,70803.2,1,0
16,1,202408,20240801,70803.2,1,0
17,1,202408,20240801,70803.2,1,0
18,2,202408,20240801,36763.2,1,0
19,2,202408,20240801,36763.2,1,0
20,2,202408,20240801,36763.2,1,0
21,2,202408,20240801,36763.2,1,0
22,2,202408,20240801,36763.2,1,0
23,2,202408,20240801,36763.2,1,0
24,2,202408,20240801,36763.2,1,0
25,2,202408,20240801,36763.2,1,0
26,2,202408,20240801,36763.2,1,0
27,2,202408,20240801,36763.2,1,0
28,2,202408,20240801,36763.2,1,0
29,3,202408,20240801,41528.8,1,0
30,3,202408,20240801,41528.8,1,0
31,3,202408,20240801,41528.8,1,0
32,3,202408,20240801,41528.8,1,0
33,3,202408,20240801,41528.8,1,0
34,3,202408,20240801,41528.8,2,0
35,3,202408,20240801,41528.8,1,0
36,4,202408,20240801,107161.6,1,0
37,4,202408,20240801,107161.6,1,0
39,4,202408,20240801,107161.6,1,0
40,4,202408,20240801,107161.6,1,0
41,4,202408,20240801,107161.6,1,0
42,4,202408,20240801,107161.6,1,0
43,4,202408,20240801,107161.6,1,0
45,4,202408,20240801,107161.6,1,0
46,5,202408,20240801,55641.6,1,0
47,5,202408,20240801,55641.6,1,0
48,5,202408,20240801,55641.6,1,0
49,5,202408,20240801,55641.6,1,0
50,5,202408,20240801,55641.6,1,0
51,5,202408,20240801,55641.6,1,0
52,5,202408,20240801,55641.6,1,0
53,5,202408,20240801,55641.6,1,0
54,5,202408,20240801,55641.6,1,0
55,5,202408,20240801,55641.6,1,0
56,6,202408,20240801,113859.2,1,0
57,6,202408,20240801,113859.2,1,0
58,6,202408,20240801,113859.2,1,0
59,6,202408,20240801,113859.2,1,0
61,6,202408,20240801,113859.2,1,0
62,6,202408,20240801,113859.2,1,0
63,6,202408,20240801,113859.2,1,0
64,6,202408,20240801,113859.2,1,0
65,7,202408,20240801,66782.8,1,0
66,7,202408,20240801,66782.8,1,0
67,7,202408,20240801,66782.8,1,0
68,7,202408,20240801,66782.8,1,0
69,7,202408,20240801,66782.8,1,0
71,7,202408,20240801,66782.8,1,0
73,8,202408,20240801,39744.0,1,0
74,8,202408,20240801,39744.0,1,0
75,8,202408,20240801,39744.0,1,0
76,8,202408,20240801,39744.0,1,0
78,4,202408,20240801,107161.6,1,0
79,7,202408,20240801,66782.8,1,0
80,6,202408,20240801,96780.32,1,1
81,7,202408,20240801,56765.38,1,1
82,8,202408,20240801,25833.6,1,1
9,1,202409,20240901,76960.0,1,0
10,1,202409,20240901,76960.0,1,0
11,1,202409,20240901,76960.0,1,0
12,1,202409,20240901,76960.0,1,0
13,1,202409,20240901,76960.0,1,0
14,1,202409,20240901,76960.0,1,0
15,1,202409,20240901,76960.0,1,0
16,1,202409,20240901,76960.0,1,0
17,1,202409,20240901,76960.0,1,0
18,2,202409,20240901,39960.0,1,0
19,2,202409,20240901,39960.0,1,0
20,2,202409,20240901,39960.0,1,0
21,2,202409,20240901,39960.0,1,0
23,2,202409,20240901,39960.0,1,0
24,2,202409,20240901,39960.0,1,0
25,2,202409,20240901,39960.0,1,0
26,2,202409,20240901,39960.0,1,0
27,2,202409,20240901,39960.0,1,0
28,2,202409,20240901,39960.0,1,0
29,3,202409,20240901,45140.0,1,0
30,3,202409,20240901,45140.0,1,0
31,3,202409,20240901,45140.0,1,0
32,3,202409,20240901,45140.0,1,0
33,3,202409,20240901,45140.0,1,0
34,3,202409,20240901,45140.0,1,0
35,3,202409,20240901,45140.0,1,0
36,4,202409,20240901,116480.0,1,0
37,4,202409,20240901,116480.0,1,0
39,4,202409,20240901,116480.0,1,0
40,4,202409,20240901,116480.0,1,0
41,4,202409,20240901,116480.0,2,0
42,4,202409,20240901,116480.0,1,0
43,4,202409,20240901,116480.0,1,0
45,4,202409,20240901,116480.0,1,0
46,5,202409,20240901,60480.0,1,0
47,5,202409,20240901,60480.0,1,0
48,5,202409,20240901,60480.0,1,0
50,5,202409,20240901,60480.0,1,0
51,5,202409,20240901,60480.0,1,0
52,5,202409,20240901,60480.0,1,0
53,5,202409,20240901,60480.0,1,0
54,5,202409,20240901,60480.0,1,0
55,5,202409,20240901,60480.0,1,0
56,6,202409,20240901,123760.0,1,0
57,6,202409,20240901,123760.0,1,0
58,6,202409,20240901,123760.0,1,0
59,6,202409,20240901,123760.0,1,0
61,6,202409,20240901,123760.0,1,0
62,6,202409,20240901,123760.0,1,0
63,6,202409,20240901,123760.0,1,0
64,6,202409,20240901,123760.0,1,0
65,7,202409,20240901,72590.0,1,0
66,7,202409,20240901,72590.0,1,0
67,7,202409,20240901,72590.0,1,0
68,7,202409,20240901,72590.0,1,0
69,7,202409,20240901,72590.0,1,0
71,7,202409,20240901,72590.0,1,0
73,8,202409,20240901,43200.0,1,0
74,8,202409,20240901,43200.0,1,0
75,8,202409,20240901,43200.0,1,0
76,8,202409,20240901,43200.0,1,0
78,4,202409,20240901,116480.0,1,0
79,7,202409,20240901,72590.0,1,0
80,6,202409,20240901,123760.0,1,0
81,7,202409,20240901,72590.0,2,0
82,8,202409,20240901,36720.0,2,1
83,4,202409,20240901,46592.0,1,1
9,1,202410,20241001,80038.4,1,0
10,1,202410,20241001,80038.4,1,0
11,1,202410,20241001,80038.4,1,0
12,1,202410,20241001,80038.4,1,0
13,1,202410,20241001,80038.4,1,0
14,1,202410,20241001,80038.4,1,0
15,1,202410,20241001,80038.4,1,0
16,1,202410,20241001,80038.4,1,0
17,1,202410,20241001,80038.4,1,0
18,2,202410,20241001,41558.4,2,0
19,2,202410,20241001,41558.4,1,0
21,2,202410,20241001,41558.4,1,0
23,2,202410,20241001,41558.4,1,0
24,2,202410,20241001,41558.4,1,0
25,2,202410,20241001,41558.4,1,0
26,2,202410,20241001,41558.4,1,0
27,2,202410,20241001,41558.4,2,0
28,2,202410,20241001,41558.4,1,0
29,3,202410,20241001,46945.6,1,0
30,3,202410,20241001,46945.6,1,0
31,3,202410,20241001,46945.6,1,0
32,3,202410,20241001,46945.6,1,0
33,3,202410,20241001,46945.6,1,0
34,3,202410,20241001,46945.6,1,0
35,3,202410,20241001,46945.6,1,0
36,4,202410,20241001,121139.2,1,0
37,4,202410,20241001,121139.2,2,0
39,4,202410,20241001,121139.2,1,0
40,4,202410,20241001,121139.2,1,0
41,4,202410,20241001,121139.2,1,0
42,4,202410,20241001,121139.2,1,0
43,4,202410,20241001,121139.2,1,0
45,4,202410,20241001,121139.2,1,0
46,5,202410,20241001,62899.2,1,0
47,5,202410,20241001,62899.2,1,0
48,5,202410,20241001,62899.2,1,0
50,5,202410,20241001,62899.2,2,0
51,5,202410,20241001,62899.2,1,0
52,5,202410,20241001,62899.2,1,0
53,5,202410,20241001,62899.2,1,0
54,5,202410,20241001,62899.2,1,0
55,5,202410,20241001,62899.2,1,0
56,6,202410,20241001,128710.4,1,0
57,6,202410,20241001,128710.4,1,0
58,6,202410,20241001,128710.4,1,0
59,6,202410,20241001,128710.4,1,0
61,6,202410,20241001,128710.4,1,0
62,6,202410,20241001,128710.4,1,0
63,6,202410,20241001,128710.4,1,0
64,6,202410,20241001,128710.4,1,0
65,7,202410,20241001,75493.6,1,0
66,7,202410,20241001,75493.6,1,0
67,7,202410,20241001,75493.6,1,0
68,7,202410,20241001,75493.6,1,0
69,7,202410,20241001,75493.6,1,0
71,7,202410,20241001,75493.6,1,0
73,8,202410,20241001,44928.0,1,0
74,8,202410,20241001,44928.0,1,0
75,8,202410,20241001,44928.0,1,0
76,8,202410,20241001,44928.0,2,0
78,4,202410,20241001,121139.2,1,0
79,7,202410,20241001,75493.6,1,0
80,6,202410,20241001,128710.4,1,0
81,7,202410,20241001,75493.6,1,0
82,8,202410,20241001,44928.0,1,0
83,4,202410,20241001,78740.48,1,1
9,1,202411,20241101,83116.8,1,0
10,1,202411,20241101,83116.8,2,0
11,1,202411,20241101,83116.8,1,0
12,1,202411,20241101,83116.8,1,0
13,1,202411,20241101,83116.8,1,0
14,1,202411,20241101,83116.8,1,0
15,1,202411,20241101,83116.8,1,0
16,1,202411,20241101,83116.8,1,0
17,1,202411,20241101,83116.8,1,0
18,2,202411,20241101,43156.8,1,0
19,2,202411,20241101,43156.8,1,0
21,2,202411,20241101,43156.8,1,0
23,2,202411,20241101,43156.8,1,0
24,2,202411,20241101,43156.8,1,0
25,2,202411,20241101,43156.8,1,0
26,2,202411,20241101,43156.8,1,0
27,2,202411,20241101,43156.8,1,0
28,2,202411,20241101,43156.8,1,0
29,3,202411,20241101,48751.2,1,0
30,3,202411,20241101,48751.2,1,0
31,3,202411,20241101,48751.2,1,0
32,3,202411,20241101,48751.2,1,0
33,3,202411,20241101,48751.2,1,0
34,3,202411,20241101,48751.2,1,0
35,3,202411,20241101,48751.2,1,0
36,4,202411,20241101,125798.4,1,0
