country_code,month_key,date_key,year,plan,allocated_target,actual,gross_margin,active_reps,planned_headcount,commission,achievement,plan_achievement,variance_to_target,variance_to_plan,ytd_achievement,mom_growth,country_rank
AE,202412,20241201,2024,1931798.4000000001,1931798.4,2531344.02,1041167.02,17,17,30482.747949999997,1.3103562048710673,1.3103562048710673,599545.6200000001,599545.6199999999,1.046388708991225,0.24088983308103779,1.0
AE,202501,20250101,2025,1840139.8399999999,1714894.7200000002,1280323.3900000001,555824.89,17,18,6497.677825000001,0.7465900822179917,0.6957750504439925,-434571.3300000001,-559816.4499999997,0.7465900822179917,-0.4942120154810091,4.0
AE,202502,20250201,2025,1986514.6,1772002.19,1369480.1,581310.1,16,18,8731.46335,0.7728433450750984,0.6893883890911248,-402522.08999999985,-617034.5,0.7599316981241067,0.06963608623911803,4.0
AE,202503,20250301,2025,2091068.0,1779871.1,1165084.8800000001,477227.38,16,18,6484.539525,0.6545894699902707,0.5571721627417187,-614786.22,-925983.1199999999,0.7243319551490934,-0.1492502300690605,4.0
AE,202504,20250401,2025,2091068.0,1848843.5,1409894.37,629356.87,17,18,14054.958675,0.7625817815299132,0.674246064690388,-438949.1299999999,-681173.6299999999,0.7342703761521124,0.2101215921710356,4.0
AE,202505,20250501,2025,2091068.0,1905020.4300000002,1799162.21,728863.71,18,18,16952.847175,0.9444319765116639,0.8604034923780575,-105858.2200000002,-291905.79000000004,0.7786533135061044,0.2760971660593267,2.0
AE,202506,20250601,2025,2174710.72,2079495.96,1837221.24,771615.24,18,18,12786.749775,0.8834935365779696,0.8448117825988368,-242274.71999999997,-337489.4800000002,0.7982940619990515,0.021153751334072334,4.0
AE,202507,20250701,2025,1986514.6,2040142.6600000001,1756171.75,748113.75,20,18,15553.514000000001,0.8608083073955229,0.8840467369331189,-283970.91000000015,-230342.8500000001,0.8079999488229717,-0.04411525854120867,2.0
AE,202508,20250801,2025,1923782.56,2058812.4500000002,1573458.27,675337.77,20,18,10919.5327,0.7642552724994449,0.8178981880363859,-485354.18000000017,-350324.29000000004,0.8020744542272225,-0.10404078074937716,2.0
AE,202509,20250901,2025,2091068.0,2224154.62,1960374.16,842852.6599999999,20,18,17146.5953,0.8814019233968544,0.9374990005107438,-263780.4600000002,-130693.84000000008,0.8122009623305585,0.24590158975109006,4.0
AE,202510,20251001,2025,2174710.72,2407552.78,2131287.12,870253.12,21,18,16594.969525,0.8852504242918405,0.9800324707094835,-276265.6599999997,-43423.60000000009,0.8210695163108226,0.08718384657753303,2.0
AE,202511,20251101,2025,2258353.44,2538578.45,2065201.48,850746.48,21,18,14634.559399999998,0.813526751556565,0.914472218307866,-473376.9700000002,-193151.95999999996,0.8202135288138835,-0.031007384870791188,4.0
AE,202512,20251201,2025,2383817.52,2712060.46,2365423.86,998335.36,21,18,13463.10855,0.872186993943343,0.9922839479760178,-346636.6000000001,-18393.66000000015,0.8258334310111797,0.14537195663834207,3.0
EG,202401,20240101,2024,1274398.4,1274398.4000000001,1114968.41,494469.91000000003,27,27,10369.705375000001,0.874897841993524,0.8748978419935242,-159429.99000000022,-159429.99,0.874897841993524,,3.0
EG,202402,20240201,2024,1375771.0,1375771.0,1427885.97,638757.47,27,27,14414.790675,1.0378805557029476,1.0378805557029476,52114.96999999997,52114.96999999997,0.9595063545749187,0.2806515029425812,3.0
EG,202403,20240301,2024,1448180.0,1448180.0,1751363.8499999999,768812.35,27,27,19429.052075,1.209355087074811,1.209355087074811,303183.84999999986,303183.84999999986,1.047792125776294,0.22654321619253664,1.0
EG,202404,20240401,2024,1448180.0,1408220.0,1367190.5999999999,616226.1,27,27,11607.2385,0.9708643535811164,0.944075045919706,-41029.40000000014,-80989.40000000014,1.0281190372357787,-0.21935661741562157,3.0
EG,202405,20240501,2024,1448180.0,1448180.0,1466336.21,644106.71,27,27,13083.574175,1.0125372605615324,1.0125372605615324,18156.209999999963,18156.209999999963,1.0248744606096085,0.0725177674568565,4.0
EG,202406,20240601,2024,1506107.2,1506107.2,1479355.59,647602.0900000001,27,27,13959.1247,0.982237911086276,0.982237911086276,-26751.60999999987,-26751.60999999987,1.01728477823392,0.008878850505915093,4.0
EG,202407,20240701,2024,1375771.0,1375771.0,1418683.14,635438.64,27,27,9751.0148,1.031191339256315,1.031191339256315,42912.1399999999,42912.1399999999,1.0192297785066093,-0.04101275610145914,1.0
EG,202408,20240801,2024,1332325.6,1332325.5999999999,1186248.26,521456.76,27,27,9122.494,0.8903591284292669,0.8903591284292668,-146077.33999999985,-146077.34000000008,1.0038570158929487,-0.1638384734733648,2.0
EG,202409,20240901,2024,1448180.0,1408220.0,1454062.1600000001,664325.66,27,27,14919.174325,1.0325532658249423,1.0040617602784185,45842.16000000015,5882.160000000149,1.0070700298537671,0.2257654734094195,3.0
EG,202410,20241001,2024,1506107.2,1422990.4,1574364.19,693940.69,25,27,14459.998424999998,1.106377239087488,1.0453201405583878,151373.79000000004,68256.98999999999,1.017163712286905,0.08273513561483492,2.0
EG,202411,20241101,2024,1564034.4,1477720.8,1437686.94,608676.94,25,27,14238.96025,0.9729083734897688,0.919216955841892,-40033.8600000001,-126347.45999999996,1.0129385202024122,-0.08681425229825636,4.0
EG,202412,20241201,2024,1650925.2,1535858.16,1774815.73,799262.23,26,27,13912.244200000001,1.155585702002586,1.0750430909892223,238957.57000000007,123890.53000000003,1.0258155128685573,0.2344938808444626,2.0
EG,202501,20250101,2025,1505997.6800000002,1405872.43,1493214.8399999999,679847.84,28,28,13053.49265,1.062126838919517,0.9915120453572012,87342.40999999992,-12782.840000000317,1.062126838919517,-0.1586648603796182,2.0
EG,202502,20250201,2025,1625792.95,1581894.1,1386012.55,616883.05,29,28,11864.489925000002,0.8761727792018441,0.852514799009308,-195881.55000000005,-239780.3999999999,0.9636721481045574,-0.07179294440979425,3.0
EG,202503,20250301,2025,1711361.0,1712552.4,1271244.29,574594.7899999999,29,28,7773.419575,0.7423097185230654,0.7428264930660451,-441308.10999999987,-440116.70999999996,0.8830191614252865,-0.08280463261317511,3.0
EG,202504,20250401,2025,1711361.0,1616900.0,1375144.35,577588.35,28,28,11304.432825,0.8504820025975633,0.8035384410419544,-241755.6499999999,-336216.6499999999,0.8746912353724616,0.08173099444167418,3.0
EG,202505,20250501,2025,1711361.0,1726168.4,1607144.65,725685.15,29,28,14683.377525,0.9310474285127686,0.9391032342094975,-119023.75,-104216.3500000001,0.8867856771482867,0.1687097794496991,3.0
EG,202506,20250601,2025,1779815.44,1808712.0,1757871.79,792834.29,29,28,15508.961075,0.9718914841058167,0.9876708283865658,-50840.20999999996,-21943.649999999907,0.9024099506313037,0.09378567137687335,3.0
EG,202507,20250701,2025,1625792.95,1612736.48,1349497.49,612015.99,28,28,10247.841075,0.8367749516027566,0.8300549525694524,-263238.99,-276295.45999999996,0.8931772011133582,-0.232311766036134,3.0
EG,202508,20250801,2025,1574452.12,1568971.68,1178093.3199999998,528700.8200000001,28,28,8917.936875,0.7508697161442709,0.7482560473163197,-390878.3600000001,-396358.8000000003,0.8760466416862813,-0.1270133299766272,3.0
EG,202509,20250901,2025,1711361.0,1726168.4,1637736.77,741673.77,29,28,15283.431925,0.9487699867521616,0.9569791353197835,-88431.62999999989,-73624.22999999998,0.8845515837763337,0.3901587779141301,3.0
EG,202510,20251001,2025,1779815.44,1754724.56,1533505.0599999998,655291.06,28,28,10831.0013,0.873929216560347,0.8616090329006247,-221219.50000000023,-246310.38000000012,0.8834229330511412,-0.06364375027129678,3.0
EG,202511,20251101,2025,1848269.88,1855852.29,1818548.9300000002,818814.9299999999,29,28,17573.767275,0.979899607204192,0.9839195832158453,-37303.35999999987,-29720.94999999972,0.8931693167986845,0.18587735863095253,3.0
EG,202512,20251201,2025,1950951.54,1982626.61,1670689.6600000001,739800.66,29,28,13904.892175,0.8426648021232803,0.8563460576780908,-311936.94999999995,-280261.8799999999,0.8882496139356232,-0.08130618184686403,4.0
OM,202401,20240101,2024,190080.0,190080.0,178615.61000000002,87726.11,5,5,1705.0552625,0.9396865004208755,0.9396865004208755,-11464.389999999985,-11464.389999999985,0.9396865004208755,,1.0
OM,202402,20240201,2024,205200.0,205200.0,241366.48,117828.98,5,5,2529.0675625,1.176249902534113,1.176249902534113,36166.48000000001,36166.48000000001,1.0624926381299333,0.35131795031800406,1.0
OM,202403,20240301,2024,216000.0,216000.0,154566.6,71763.1,5,5,487.346925,0.7155861111111111,0.7155861111111111,-61433.399999999994,-61433.399999999994,0.939910826462505,-0.359618618127919,4.0
OM,202404,20240401,2024,216000.0,216000.0,191699.84,89527.84,5,5,1367.43735,0.8874992592592592,0.8874992592592592,-24300.160000000003,-24300.160000000003,0.9262263441640074,0.2402410352559996,4.0
OM,202405,20240501,2024,216000.0,172800.0,204784.74,97868.74,4,5,1710.9704000000002,1.185096875,0.9480774999999999,31984.73999999999,-11215.26000000001,0.9709555935525158,0.06825722963566372,1.0
OM,202406,20240601,2024,224640.0,179712.0,239529.48,110305.98,4,5,2617.028375,1.3328518963675213,1.0662815170940172,59817.48000000001,14889.48000000001,1.0260815041973501,0.16966469278912102,2.0
OM,202407,20240701,2024,205200.0,180576.0,180773.4,84435.4,5,5,1903.954975,1.001093168527379,0.8809619883040936,197.39999999999418,-24426.600000000006,1.022764538713054,-0.24529790654578307,2.0
OM,202408,20240801,2024,198720.0,184809.6,171269.63,77604.63,5,5,1348.65955,0.9267355700136789,0.8618640801127214,-13539.970000000001,-27450.369999999995,1.0112790788579902,-0.05257283427760937,1.0
OM,202409,20240901,2024,216000.0,209520.0,228969.19,107472.19,5,5,2147.1653,1.0928273673157693,1.0600425462962964,19449.190000000002,12969.190000000002,1.021016367720569,0.33689311993025267,1.0
OM,202410,20241001,2024,224640.0,224640.0,317021.69,139112.19,5,5,2581.786225,1.411243278133903,1.411243278133903,92381.69,92381.69,1.0653042007588802,0.3845604729614495,1.0
OM,202411,20241101,2024,233280.0,233280.0,227455.63999999998,106002.64,5,5,2273.9449624999997,0.9750327503429355,0.9750327503429355,-5824.360000000015,-5824.360000000015,1.0557867297087393,-0.282523413461079,3.0
OM,202412,20241201,2024,246240.0,246240.0,282579.57,127914.07,5,5,3355.5406875,1.147577850877193,1.147577850877193,36339.57000000001,36339.57000000001,1.0649790658881588,0.2423502446455055,3.0
OM,202501,20250101,2025,349747.2,253566.72,277654.64,122287.14,7,8,2514.4065625000003,1.0949963780735896,0.7938723741033524,24087.920000000013,-72092.56,1.0949963780735896,-0.01742847156289463,1.0
OM,202502,20250201,2025,377568.0,297334.8,331037.15,152273.15,7,8,3704.3952124999996,1.113348151645889,0.8767616694211374,33702.350000000035,-46530.84999999998,1.1049012716465185,0.1922622650930667,1.0
OM,202503,20250301,2025,397440.0,303048.0,228779.61,108060.11,7,8,950.13,0.7549286251682902,0.5756330766908212,-74268.39000000001,-168660.39,0.9807036369081863,-0.30890049651527035,2.0
OM,202504,20250401,2025,397440.0,330372.0,331078.43,159497.43,7,8,2235.6,1.0021382865376,0.83302745068438,706.429999999993,-66361.57,0.9866829321821324,0.44715007600546225,2.0
OM,202505,20250501,2025,397440.0,360180.0,451392.17,205203.16999999998,8,8,5048.1861125,1.253240518629574,1.1357492200080515,91212.16999999998,53952.169999999984,1.0488445488872034,0.36339951231495204,1.0
OM,202506,20250601,2025,413337.6,395254.07999999996,409361.68,196704.18,8,8,4230.29815,1.0356924841863746,0.9903809380032207,14107.600000000035,-3975.9199999999837,1.0461646199139727,-0.09311302409166733,2.0
OM,202507,20250701,2025,377568.0,370488.6,422623.72000000003,207790.22,8,8,5128.733437499999,1.1407199033924391,1.119331405203831,52135.12000000005,45055.72000000003,1.0613282353441251,0.032396877011057895,1.0
OM,202508,20250801,2025,365644.8,365644.8,251830.25,118521.25,8,8,473.1223125,0.6887291983914444,0.6887291983914444,-113814.54999999999,-113814.54999999999,1.010414725722928,-0.4041265596734609,4.0
OM,202509,20250901,2025,397440.0,397440.0,470600.97,224842.97,8,8,4800.13585,1.1840805404589372,1.1840805404589372,73160.96999999997,73160.96999999997,1.0328730246582778,0.8687229592155826,1.0
OM,202510,20251001,2025,413337.6,413337.6,356504.19,176336.69,8,8,2348.0129125,0.8625012338582312,0.8625012338582312,-56833.409999999974,-56833.409999999974,1.0126757774890207,-0.24244909652438662,4.0
OM,202511,20251101,2025,429235.2,429235.2,541016.99,240967.99,8,8,5377.72435,1.2604208368745153,1.2604208368745153,111781.78999999998,111781.78999999998,1.0398319487991246,0.51756137845112,1.0
OM,202512,20251201,2025,453081.6,453081.6,578249.87,254854.87,8,8,6881.471799999999,1.2762598834293868,1.2762598834293868,125168.27000000002,125168.27000000002,1.0643505008510676,0.06882016773632194,1.0
SA,202401,20240101,2024,1557248.0,1557248.0,1432046.71,639002.21,20,20,12557.546049999999,0.9196009306160612,0.9196009306160612,-125201.29000000004,-125201.29000000004,0.9196009306160612,,2.0
SA,202402,20240201,2024,1681120.0,1681120.0,1900662.5099999998,907698.51,20,20,19617.589075,1.1305930034738745,1.1305930034738745,219542.50999999978,219542.50999999978,1.0291323345586418,0.3272349964059481,2.0
SA,202403,20240301,2024,1769600.0,1653120.0,1330033.47,624154.47,19,20,9432.664225,0.8045595419570267,0.7516011923598553,-323086.53,-439566.53,0.9532360480082951,-0.3002263879030264,3.0
SA,202404,20240401,2024,1769600.0,1653120.0,1614447.64,784647.64,19,20,16014.550824999998,0.9766064411536972,0.9123234855334539,-38672.3600000001,-155152.3600000001,0.9591392379803344,0.2138398592330161,2.0
SA,202405,20240501,2024,1769600.0,1699712.0,1859109.4500000002,874055.95,20,20,18359.0328,1.0937790931640186,1.0505817416365282,159397.4500000002,89509.45000000019,0.9868976192093465,0.15154521208256733,2.0
SA,202406,20240601,2024,1840384.0,1676846.08,1861779.36,890503.86,19,20,18119.122975,1.1102863776262637,1.0116254868549173,184933.28000000003,21395.360000000102,1.0077524213766615,0.0014361230857063935,3.0
SA,202407,20240701,2024,1681120.0,1553865.6,1150511.53,534126.53,19,20,10637.092425,0.7404189461430898,0.684372043637575,-403354.07000000007,-530608.47,0.9715520602379722,-0.38203658568865007,4.0
SA,202408,20240801,2024,1628032.0,1520870.4,1255070.81,611645.31,19,20,8544.571225,0.8252319264021445,0.7709128628921299,-265799.58999999985,-372961.18999999994,0.9544286655628603,0.09088068852295642,3.0
SA,202409,20240901,2024,1769600.0,1639232.0,1770773.3,809839.8,19,20,17649.131575,1.0802456882247295,1.00066303119349,131541.30000000005,1173.3000000000466,0.9685210058560666,0.4108951350721,2.0
SA,202410,20241001,2024,1840384.0,1735086.08,1661683.33,757100.3300000001,19,20,14844.937224999998,0.9576950383925621,0.9029003349301016,-73402.75,-178700.66999999993,0.9673735573022373,-0.06160583627503304,4.0
SA,202411,20241101,2024,1911168.0,1787788.8,2148628.77,1020150.27,20,20,20313.390475,1.201835904778014,1.124249029912598,360839.97,237460.77000000002,0.9904580904006778,0.2930434645450767,1.0
SA,202412,20241201,2024,2017344.0,1993212.48,2083152.52,987698.02,20,20,19699.633925,1.0451231571658632,1.0326213675010312,89940.04000000004,65808.52000000002,0.9958651618092683,-0.030473505202110833,4.0
SA,202501,20250101,2025,1908712.96,1781654.3399999999,1782767.69,840641.69,20,21,15351.466674999998,1.0006248967462454,0.934015604944601,1113.3500000000931,-125945.27000000002,1.0006248967462454,-0.14419723333556012,3.0
SA,202502,20250201,2025,2060542.4,1933288.0,1852620.1500000001,852144.1499999999,20,21,17706.596175,0.9582742716036101,0.8990934377278528,-80667.84999999986,-207922.24999999977,0.9785852665481748,0.039182031619610626,2.0
SA,202503,20250301,2025,2168992.0,2035040.0,2052818.2999999998,1001713.3,20,21,17297.082275,1.008736093639437,0.9464388527020846,17778.299999999814,-116173.70000000019,0.9892562800462444,0.10806216805965306,1.0
SA,202504,20250401,2025,2168992.0,2088620.8,2308091.37,1119883.87,21,21,26510.203275,1.1050791843114844,1.0641308819949544,219470.57000000007,139099.3700000001,1.02011766218847,0.12435249140169898,1.0
SA,202505,20250501,2025,2168992.0,2122108.8,1789701.3199999998,872727.82,21,21,13290.623349999998,0.8433598315034554,0.8251304384709579,-332407.48,-379290.68000000017,0.9824597768661103,-0.22459684947394445,4.0
SA,202506,20250601,2025,2255751.6799999997,2234855.17,2416758.59,1120003.5899999999,21,21,25160.124275,1.0813938292028114,1.0713761676107896,181903.41999999993,161006.91000000015,1.0005895838984071,0.3503697868424213,1.0
SA,202507,20250701,2025,2060542.4,2060542.4,1682687.85,785253.8500000001,21,21,16218.276975,0.8166237443112067,0.8166237443112067,-377854.5499999998,-377854.5499999998,0.9739996217242862,-0.30374185615287286,4.0
SA,202508,20250801,2025,1995472.6400000001,1995472.64,1540857.54,740809.04,21,21,8067.078725,0.7721767310224811,0.772176731022481,-454615.09999999986,-454615.1000000001,0.9492185233177436,-0.084287950376536,1.0
SA,202509,20250901,2025,2168992.0,2099440.0,2021067.94,938868.44,21,21,12955.3962,0.9626700167663758,0.9318005506705419,-78372.06000000006,-147924.06000000006,0.9507574350565536,0.3116513938076325,2.0
SA,202510,20251001,2025,2255751.6799999997,2183417.5999999996,2034820.3900000001,998172.89,20,21,16545.28045,0.9319428358551294,0.9020586831614376,-148597.2099999995,-220931.28999999957,0.9487568873165872,0.0068045461153573026,1.0
SA,202511,20251101,2025,2342511.36,2267395.2,2316075.09,1086600.09,20,21,24066.18075,1.02146952150203,0.9887145605987584,48679.889999999665,-26436.27000000002,0.9559873702182026,0.13822089722621647,2.0
SA,202512,20251201,2025,2472650.88,2425077.31,2955376.89,1386777.39,21,21,34558.107925,1.2186732677813064,1.195226108911906,530299.5800000001,482726.01000000024,0.9812395137731376,0.27602809717192733,2.0
