rep_key,month_key,team_key,tenure_months,is_ramp_month
55,202403,5,14,0
56,202403,6,22,0
57,202403,6,33,0
58,202403,6,71,0
59,202403,6,50,0
61,202403,6,73,0
62,202403,6,13,0
63,202403,6,46,0
64,202403,6,64,0
65,202403,7,41,0
66,202403,7,60,0
67,202403,7,74,0
68,202403,7,24,0
69,202403,7,34,0
70,202403,7,35,0
71,202403,7,14,0
73,202403,8,26,0
74,202403,8,37,0
75,202403,8,40,0
76,202403,8,40,0
77,202403,8,53,0
9,202404,1,58,0
10,202404,1,23,0
11,202404,1,33,0
12,202404,1,9,0
13,202404,1,39,0
14,202404,1,69,0
15,202404,1,9,0
16,202404,1,22,0
17,202404,1,32,0
18,202404,2,36,0
19,202404,2,19,0
20,202404,2,64,0
21,202404,2,17,0
22,202404,2,72,0
23,202404,2,62,0
24,202404,2,18,0
25,202404,2,35,0
26,202404,2,20,0
27,202404,2,45,0
28,202404,2,34,0
29,202404,3,65,0
30,202404,3,51,0
31,202404,3,11,0
32,202404,3,70,0
33,202404,3,30,0
34,202404,3,48,0
35,202404,3,75,0
36,202404,4,37,0
37,202404,4,22,0
39,202404,4,70,0
40,202404,4,26,0
41,202404,4,66,0
42,202404,4,69,0
43,202404,4,18,0
44,202404,4,10,0
45,202404,4,9,0
46,202404,5,56,0
47,202404,5,57,0
48,202404,5,31,0
49,202404,5,14,0
50,202404,5,58,0
51,202404,5,11,0
52,202404,5,73,0
53,202404,5,14,0
54,202404,5,11,0
55,202404,5,15,0
56,202404,6,23,0
57,202404,6,34,0
58,202404,6,72,0
59,202404,6,51,0
61,202404,6,74,0
62,202404,6,14,0
63,202404,6,47,0
64,202404,6,65,0
65,202404,7,42,0
66,202404,7,61,0
67,202404,7,75,0
68,202404,7,25,0
69,202404,7,35,0
70,202404,7,36,0
71,202404,7,15,0
73,202404,8,27,0
74,202404,8,38,0
75,202404,8,41,0
76,202404,8,41,0
77,202404,8,54,0
9,202405,1,59,0
10,202405,1,24,0
11,202405,1,34,0
12,202405,1,10,0
13,202405,1,40,0
14,202405,1,70,0
15,202405,1,10,0
16,202405,1,23,0
17,202405,1,33,0
18,202405,2,37,0
19,202405,2,20,0
20,202405,2,65,0
21,202405,2,18,0
22,202405,2,73,0
23,202405,2,63,0
24,202405,2,19,0
25,202405,2,36,0
26,202405,2,21,0
27,202405,2,46,0
28,202405,2,35,0
29,202405,3,66,0
30,202405,3,52,0
31,202405,3,12,0
32,202405,3,71,0
33,202405,3,31,0
34,202405,3,49,0
35,202405,3,76,0
36,202405,4,38,0
37,202405,4,23,0
39,202405,4,71,0
40,202405,4,27,0
41,202405,4,67,0
42,202405,4,70,0
43,202405,4,19,0
44,202405,4,11,0
45,202405,4,10,0
46,202405,5,57,0
47,202405,5,58,0
48,202405,5,32,0
49,202405,5,15,0
50,202405,5,59,0
51,202405,5,12,0
52,202405,5,74,0
53,202405,5,15,0
54,202405,5,12,0
55,202405,5,16,0
56,202405,6,24,0
57,202405,6,35,0
58,202405,6,73,0
59,202405,6,52,0
61,202405,6,75,0
62,202405,6,15,0
63,202405,6,48,0
64,202405,6,66,0
65,202405,7,43,0
66,202405,7,62,0
67,202405,7,76,0
68,202405,7,26,0
69,202405,7,36,0
71,202405,7,16,0
73,202405,8,28,0
74,202405,8,39,0
75,202405,8,42,0
76,202405,8,42,0
78,202405,4,0,1
79,202405,7,0,1
9,202406,1,60,0
10,202406,1,25,0
11,202406,1,35,0
12,202406,1,11,0
13,202406,1,41,0
14,202406,1,71,0
15,202406,1,11,0
16,202406,1,24,0
17,202406,1,34,0
18,202406,2,38,0
19,202406,2,21,0
20,202406,2,66,0
21,202406,2,19,0
22,202406,2,74,0
23,202406,2,64,0
24,202406,2,20,0
25,202406,2,37,0
26,202406,2,22,0
27,202406,2,47,0
28,202406,2,36,0
29,202406,3,67,0
30,202406,3,53,0
31,202406,3,13,0
32,202406,3,72,0
33,202406,3,32,0
34,202406,3,50,0
35,202406,3,77,0
36,202406,4,39,0
37,202406,4,24,0
39,202406,4,72,0
40,202406,4,28,0
41,202406,4,68,0
42,202406,4,71,0
43,202406,4,20,0
45,202406,4,11,0
46,202406,5,58,0
47,202406,5,59,0
48,202406,5,33,0
49,202406,5,16,0
50,202406,5,60,0
51,202406,5,13,0
52,202406,5,75,0
53,202406,5,16,0
54,202406,5,13,0
55,202406,5,17,0
56,202406,6,25,0
57,202406,6,36,0
58,202406,6,74,0
59,202406,6,53,0
61,202406,6,76,0
62,202406,6,16,0
63,202406,6,49,0
64,202406,6,67,0
65,202406,7,44,0
66,202406,7,63,0
67,202406,7,77,0
68,202406,7,27,0
69,202406,7,37,0
71,202406,7,17,0
73,202406,8,29,0
74,202406,8,40,0
75,202406,8,43,0
76,202406,8,43,0
78,202406,4,1,1
79,202406,7,1,1
80,202406,6,0,1
81,202406,7,0,1
9,202407,1,61,0
10,202407,1,26,0
11,202407,1,36,0
12,202407,1,12,0
13,202407,1,42,0
14,202407,1,72,0
15,202407,1,12,0
16,202407,1,25,0
17,202407,1,35,0
18,202407,2,39,0
19,202407,2,22,0
20,202407,2,67,0
21,202407,2,20,0
22,202407,2,75,0
23,202407,2,65,0
24,202407,2,21,0
25,202407,2,38,0
26,202407,2,23,0
27,202407,2,48,0
28,202407,2,37,0
29,202407,3,68,0
30,202407,3,54,0
31,202407,3,14,0
32,202407,3,73,0
33,202407,3,33,0
34,202407,3,51,0
35,202407,3,78,0
36,202407,4,40,0
37,202407,4,25,0
39,202407,4,73,0
40,202407,4,29,0
41,202407,4,69,0
42,202407,4,72,0
43,202407,4,21,0
45,202407,4,12,0
46,202407,5,59,0
47,202407,5,60,0
48,202407,5,34,0
49,202407,5,17,0
50,202407,5,61,0
51,202407,5,14,0
52,202407,5,76,0
53,202407,5,17,0
54,202407,5,14,0
55,202407,5,18,0
56,202407,6,26,0
57,202407,6,37,0
58,202407,6,75,0
59,202407,6,54,0
61,202407,6,77,0
62,202407,6,17,0
63,202407,6,50,0
64,202407,6,68,0
65,202407,7,45,0
66,202407,7,64,0
67,202407,7,78,0
68,202407,7,28,0
69,202407,7,38,0
71,202407,7,18,0
73,202407,8,30,0
74,202407,8,41,0
75,202407,8,44,0
76,202407,8,44,0
78,202407,4,2,1
79,202407,7,2,1
80,202407,6,1,1
81,202407,7,1,1
82,202407,8,0,1
9,202408,1,62,0
10,202408,1,27,0
11,202408,1,37,0
12,202408,1,13,0
13,202408,1,43,0
14,202408,1,73,0
15,202408,1,13,0
16,202408,1,26,0
17,202408,1,36,0
18,202408,2,40,0
19,202408,2,23,0
20,202408,2,68,0
21,202408,2,21,0
22,202408,2,76,0
23,202408,2,66,0
24,202408,2,22,0
25,202408,2,39,0
26,202408,2,24,0
27,202408,2,49,0
28,202408,2,38,0
29,202408,3,69,0
30,202408,3,55,0
31,202408,3,15,0
32,202408,3,74,0
33,202408,3,34,0
34,202408,3,52,0
35,202408,3,79,0
36,202408,4,41,0
37,202408,4,26,0
39,202408,4,74,0
40,202408,4,30,0
41,202408,4,70,0
42,202408,4,73,0
43,202408,4,22,0
45,202408,4,13,0
46,202408,5,60,0
47,202408,5,61,0
48,202408,5,35,0
49,202408,5,18,0
50,202408,5,62,0
51,202408,5,15,0
52,202408,5,77,0
53,202408,5,18,0
54,202408,5,15,0
55,202408,5,19,0
56,202408,6,27,0
57,202408,6,38,0
58,202408,6,76,0
59,202408,6,55,0
61,202408,6,78,0
62,202408,6,18,0
63,202408,6,51,0
64,202408,6,69,0
65,202408,7,46,0
66,202408,7,65,0
67,202408,7,79,0
68,202408,7,29,0
69,202408,7,39,0
71,202408,7,19,0
73,202408,8,31,0
74,202408,8,42,0
75,202408,8,45,0
76,202408,8,45,0
78,202408,4,3,0
79,202408,7,3,0
80,202408,6,2,1
81,202408,7,2,1
82,202408,8,1,1
9,202409,1,63,0
10,202409,1,28,0
11,202409,1,38,0
12,202409,1,14,0
13,202409,1,44,0
14,202409,1,74,0
15,202409,1,14,0
16,202409,1,27,0
17,202409,1,37,0
18,202409,2,41,0
19,202409,2,24,0
20,202409,2,69,0
21,202409,2,22,0
22,202409,2,77,0
23,202409,2,67,0
24,202409,2,23,0
25,202409,2,40,0
26,202409,2,25,0
27,202409,2,50,0
28,202409,2,39,0
29,202409,3,70,0
30,202409,3,56,0
31,202409,3,16,0
32,202409,3,75,0
33,202409,3,35,0
34,202409,3,53,0
35,202409,3,80,0
36,202409,4,42,0
37,202409,4,27,0
39,202409,4,75,0
40,202409,4,31,0
41,202409,4,71,0
42,202409,4,74,0
43,202409,4,23,0
45,202409,4,14,0
46,202409,5,61,0
47,202409,5,62,0
48,202409,5,36,0
50,202409,5,63,0
51,202409,5,16,0
52,202409,5,78,0
53,202409,5,19,0
54,202409,5,16,0
55,202409,5,20,0
56,202409,6,28,0
57,202409,6,39,0
58,202409,6,77,0
59,202409,6,56,0
61,202409,6,79,0
62,202409,6,19,0
63,202409,6,52,0
64,202409,6,70,0
65,202409,7,47,0
66,202409,7,66,0
67,202409,7,80,0
68,202409,7,30,0
69,202409,7,40,0
71,202409,7,20,0
73,202409,8,32,0
74,202409,8,43,0
75,202409,8,46,0
76,202409,8,46,0
78,202409,4,4,0
79,202409,7,4,0
80,202409,6,3,0
81,202409,7,3,0
82,202409,8,2,1
83,202409,4,0,1
9,202410,1,64,0
10,202410,1,29,0
11,202410,1,39,0
12,202410,1,15,0
13,202410,1,45,0
14,202410,1,75,0
15,202410,1,15,0
16,202410,1,28,0
17,202410,1,38,0
18,202410,2,42,0
19,202410,2,25,0
21,202410,2,23,0
23,202410,2,68,0
24,202410,2,24,0
25,202410,2,41,0
26,202410,2,26,0
27,202410,2,51,0
28,202410,2,40,0
29,202410,3,71,0
30,202410,3,57,0
31,202410,3,17,0
32,202410,3,76,0
33,202410,3,36,0
34,202410,3,54,0
35,202410,3,81,0
36,202410,4,43,0
37,202410,4,28,0
39,202410,4,76,0
40,202410,4,32,0
41,202410,4,72,0
42,202410,4,75,0
43,202410,4,24,0
45,202410,4,15,0
46,202410,5,62,0
47,202410,5,63,0
48,202410,5,37,0
50,202410,5,64,0
51,202410,5,17,0
52,202410,5,79,0
53,202410,5,20,0
54,202410,5,17,0
55,202410,5,21,0
56,202410,6,29,0
57,202410,6,40,0
58,202410,6,78,0
59,202410,6,57,0
61,202410,6,80,0
62,202410,6,20,0
63,202410,6,53,0
64,202410,6,71,0
65,202410,7,48,0
66,202410,7,67,0
67,202410,7,81,0
68,202410,7,31,0
69,202410,7,41,0
71,202410,7,21,0
73,202410,8,33,0
74,202410,8,44,0
75,202410,8,47,0
76,202410,8,47,0
78,202410,4,5,0
79,202410,7,5,0
80,202410,6,4,0
81,202410,7,4,0
82,202410,8,3,0
83,202410,4,1,1
9,202411,1,65,0
10,202411,1,30,0
11,202411,1,40,0
12,202411,1,16,0
13,202411,1,46,0
14,202411,1,76,0
15,202411,1,16,0
16,202411,1,29,0
17,202411,1,39,0
18,202411,2,43,0
19,202411,2,26,0
21,202411,2,24,0
23,202411,2,69,0
24,202411,2,25,0
25,202411,2,42,0
26,202411,2,27,0
27,202411,2,52,0
28,202411,2,41,0
29,202411,3,72,0
30,202411,3,58,0
31,202411,3,18,0
32,202411,3,77,0
33,202411,3,37,0
34,202411,3,55,0
35,202411,3,82,0
36,202411,4,44,0
37,202411,4,29,0
39,202411,4,77,0
40,202411,4,33,0
41,202411,4,73,0
42,202411,4,76,0
43,202411,4,25,0
45,202411,4,16,0
46,202411,5,63,0
47,202411,5,64,0
48,202411,5,38,0
50,202411,5,65,0
51,202411,5,18,0
52,202411,5,80,0
53,202411,5,21,0
54,202411,5,18,0
55,202411,5,22,0
56,202411,6,30,0
57,202411,6,41,0
58,202411,6,79,0
59,202411,6,58,0
61,202411,6,81,0
62,202411,6,21,0
63,202411,6,54,0
64,202411,6,72,0
65,202411,7,49,0
66,202411,7,68,0
67,202411,7,82,0
68,202411,7,32,0
69,202411,7,42,0
71,202411,7,22,0
73,202411,8,34,0
74,202411,8,45,0
75,202411,8,48,0
76,202411,8,48,0
78,202411,4,6,0
79,202411,7,6,0
80,202411,6,5,0
81,202411,7,5,0
82,202411,8,4,0
83,202411,4,2,1
84,202411,5,0,1
10,202412,1,31,0
11,202412,1,41,0
12,202412,1,17,0
13,202412,1,47,0
14,202412,1,77,0
15,202412,1,17,0
16,202412,1,30,0
17,202412,1,40,0
18,202412,2,44,0
19,202412,2,27,0
21,202412,2,25,0
23,202412,2,70,0
24,202412,2,26,0
25,202412,2,43,0
26,202412,2,28,0
27,202412,2,53,0
28,202412,2,42,0
29,202412,3,73,0
30,202412,3,59,0
31,202412,3,19,0
32,202412,3,78,0
33,202412,3,38,0
34,202412,3,56,0
35,202412,3,83,0
36,202412,4,45,0
37,202412,4,30,0
39,202412,4,78,0
40,202412,4,34,0
41,202412,4,74,0
42,202412,4,77,0
43,202412,4,26,0
45,202412,4,17,0
46,202412,5,64,0
47,202412,5,65,0
48,202412,5,39,0
50,202412,5,66,0
51,202412,5,19,0
52,202412,5,81,0
53,202412,5,22,0
54,202412,5,19,0
55,202412,5,23,0
56,202412,6,31,0
57,202412,6,42,0
58,202412,6,80,0
59,202412,6,59,0
61,202412,6,82,0
62,202412,6,22,0
63,202412,6,55,0
64,202412,6,73,0
65,202412,7,50,0
66,202412,7,69,0
67,202412,7,83,0
68,202412,7,33,0
69,202412,7,43,0
71,202412,7,23,0
73,202412,8,35,0
74,202412,8,46,0
75,202412,8,49,0
76,202412,8,49,0
78,202412,4,7,0
79,202412,7,7,0
80,202412,6,6,0
81,202412,7,6,0
82,202412,8,5,0
83,202412,4,3,0
84,202412,5,1,1
85,202412,2,0,1
9,202412,2,66,0
10,202501,1,32,0
11,202501,1,42,0
12,202501,1,18,0
13,202501,1,48,0
14,202501,1,78,0
15,202501,1,18,0
16,202501,1,31,0
17,202501,1,41,0
18,202501,2,45,0
19,202501,2,28,0
21,202501,2,26,0
23,202501,2,71,0
24,202501,2,27,0
25,202501,2,44,0
26,202501,2,29,0
27,202501,2,54,0
28,202501,2,43,0
29,202501,3,74,0
30,202501,3,60,0
31,202501,3,20,0
32,202501,3,79,0
33,202501,3,39,0
34,202501,3,57,0
35,202501,3,84,0
36,202501,4,46,0
37,202501,4,31,0
39,202501,4,79,0
40,202501,4,35,0
41,202501,4,75,0
42,202501,4,78,0
43,202501,4,27,0
45,202501,4,18,0
46,202501,5,65,0
47,202501,5,66,0
48,202501,5,40,0
50,202501,5,67,0
51,202501,5,20,0
52,202501,5,82,0
53,202501,5,23,0
54,202501,5,20,0
55,202501,5,24,0
56,202501,6,32,0
57,202501,6,43,0
58,202501,6,81,0
59,202501,6,60,0
61,202501,6,83,0
62,202501,6,23,0
63,202501,6,56,0
64,202501,6,74,0
65,202501,7,51,0
66,202501,7,70,0
67,202501,7,84,0
68,202501,7,34,0
69,202501,7,44,0
71,202501,7,24,0
73,202501,8,36,0
74,202501,8,47,0
75,202501,8,50,0
76,202501,8,50,0
78,202501,4,8,0
79,202501,7,8,0
80,202501,6,7,0
81,202501,7,7,0
82,202501,8,6,0
83,202501,4,4,0
84,202501,5,2,1
85,202501,2,1,1
9,202501,2,67,0
86,202501,2,0,1
87,202501,2,0,1
88,202501,8,0,1
89,202501,8,0,1
10,202502,1,33,0
11,202502,1,43,0
12,202502,1,19,0
13,202502,1,49,0
14,202502,1,79,0
15,202502,1,19,0
16,202502,1,32,0
17,202502,1,42,0
18,202502,2,46,0
19,202502,2,29,0
21,202502,2,27,0
23,202502,2,72,0
24,202502,2,28,0
25,202502,2,45,0
26,202502,2,30,0
27,202502,2,55,0
28,202502,2,44,0
29,202502,3,75,0
30,202502,3,61,0
31,202502,3,21,0
32,202502,3,80,0
33,202502,3,40,0
34,202502,3,58,0
35,202502,3,85,0
36,202502,4,47,0
37,202502,4,32,0
39,202502,4,80,0
40,202502,4,36,0
41,202502,4,76,0
42,202502,4,79,0
43,202502,4,28,0
45,202502,4,19,0
46,202502,5,66,0
47,202502,5,67,0
48,202502,5,41,0
50,202502,5,68,0
51,202502,5,21,0
52,202502,5,83,0
53,202502,5,24,0
54,202502,5,21,0
55,202502,5,25,0
56,202502,6,33,0
57,202502,6,44,0
58,202502,6,82,0
59,202502,6,61,0
61,202502,6,84,0
62,202502,6,24,0
63,202502,6,57,0
64,202502,6,75,0
65,202502,7,52,0
67,202502,7,85,0
68,202502,7,35,0
69,202502,7,45,0
71,202502,7,25,0
73,202502,8,37,0
74,202502,8,48,0
75,202502,8,51,0
76,202502,8,51,0
78,202502,4,9,0
79,202502,7,9,0
80,202502,6,8,0
81,202502,7,8,0
82,202502,8,7,0
83,202502,4,5,0
84,202502,5,3,0
85,202502,2,2,1
9,202502,2,68,0
86,202502,2,1,1
87,202502,2,1,1
88,202502,8,1,1
89,202502,8,1,1
90,202502,1,0,1
10,202503,1,34,0
11,202503,1,44,0
12,202503,1,20,0
13,202503,1,50,0
14,202503,1,80,0
15,202503,1,20,0
16,202503,1,33,0
17,202503,1,43,0
18,202503,2,47,0
19,202503,2,30,0
21,202503,2,28,0
23,202503,2,73,0
24,202503,2,29,0
25,202503,2,46,0
26,202503,2,31,0
27,202503,2,56,0
28,202503,2,45,0
29,202503,3,76,0
30,202503,3,62,0
31,202503,3,22,0
32,202503,3,81,0
33,202503,3,41,0
34,202503,3,59,0
35,202503,3,86,0
36,202503,4,48,0
37,202503,4,33,0
39,202503,4,81,0
40,202503,4,37,0
41,202503,4,77,0
42,202503,4,80,0
43,202503,4,29,0
45,202503,4,20,0
46,202503,5,67,0
47,202503,5,68,0
48,202503,5,42,0
50,202503,5,69,0
51,202503,5,22,0
52,202503,5,84,0
53,202503,5,25,0
54,202503,5,22,0
55,202503,5,26,0
56,202503,6,34,0
58,202503,6,83,0
59,202503,6,62,0
61,202503,6,85,0
62,202503,6,25,0
63,202503,6,58,0
64,202503,6,76,0
65,202503,7,53,0
68,202503,7,36,0
69,202503,7,46,0
71,202503,7,26,0
73,202503,8,38,0
74,202503,8,49,0
75,202503,8,52,0
78,202503,4,10,0
79,202503,7,10,0
80,202503,6,9,0
81,202503,7,9,0
82,202503,8,8,0
83,202503,4,6,0
84,202503,5,4,0
85,202503,2,3,0
9,202503,2,69,0
86,202503,2,2,1
87,202503,2,2,1
88,202503,8,2,1
89,202503,8,2,1
90,202503,1,1,1
91,202503,6,0,1
92,202503,8,0,1
57,202503,7,45,0
10,202504,1,35,0
11,202504,1,45,0
12,202504,1,21,0
13,202504,1,51,0
14,202504,1,81,0
15,202504,1,21,0
16,202504,1,34,0
17,202504,1,44,0
18,202504,2,48,0
19,202504,2,31,0
21,202504,2,29,0
23,202504,2,74,0
24,202504,2,30,0
25,202504,2,47,0
26,202504,2,32,0
27,202504,2,57,0
28,202504,2,46,0
29,202504,3,77,0
31,202504,3,23,0
32,202504,3,82,0
33,202504,3,42,0
34,202504,3,60,0
35,202504,3,87,0
36,202504,4,49,0
37,202504,4,34,0
39,202504,4,82,0
40,202504,4,38,0
41,202504,4,78,0
42,202504,4,81,0
43,202504,4,30,0
45,202504,4,21,0
46,202504,5,68,0
47,202504,5,69,0
48,202504,5,43,0
50,202504,5,70,0
51,202504,5,23,0
52,202504,5,85,0
53,202504,5,26,0
54,202504,5,23,0
55,202504,5,27,0
56,202504,6,35,0
58,202504,6,84,0
59,202504,6,63,0
61,202504,6,86,0
62,202504,6,26,0
63,202504,6,59,0
64,202504,6,77,0
65,202504,7,54,0
68,202504,7,37,0
69,202504,7,47,0
71,202504,7,27,0
73,202504,8,39,0
74,202504,8,50,0
75,202504,8,53,0
78,202504,4,11,0
79,202504,7,11,0
80,202504,6,10,0
81,202504,7,10,0
82,202504,8,9,0
83,202504,4,7,0
84,202504,5,5,0
85,202504,2,4,0
9,202504,2,70,0
86,202504,2,3,0
87,202504,2,3,0
88,202504,8,3,0
89,202504,8,3,0
90,202504,1,2,1
91,202504,6,1,1
92,202504,8,1,1
57,202504,7,46,0
93,202504,4,0,1
94,202504,7,0,1
10,202505,1,36,0
11,202505,1,46,0
12,202505,1,22,0
13,202505,1,52,0
14,202505,1,82,0
15,202505,1,22,0
16,202505,1,35,0
17,202505,1,45,0
18,202505,2,49,0
19,202505,2,32,0
21,202505,2,30,0
23,202505,2,75,0
24,202505,2,31,0
25,202505,2,48,0
26,202505,2,33,0
27,202505,2,58,0
28,202505,2,47,0
29,202505,3,78,0
31,202505,3,24,0
32,202505,3,83,0
33,202505,3,43,0
34,202505,3,61,0
35,202505,3,88,0
36,202505,4,50,0
37,202505,4,35,0
39,202505,4,83,0
40,202505,4,39,0
41,202505,4,79,0
42,202505,4,82,0
43,202505,4,31,0
45,202505,4,22,0
46,202505,5,69,0
47,202505,5,70,0
48,202505,5,44,0
50,202505,5,71,0
51,202505,5,24,0
52,202505,5,86,0
53,202505,5,27,0
54,202505,5,24,0
55,202505,5,28,0
56,202505,6,36,0
58,202505,6,85,0
59,202505,6,64,0
62,202505,6,27,0
63,202505,6,60,0
64,202505,6,78,0
65,202505,7,55,0
68,202505,7,38,0
69,202505,7,48,0
71,202505,7,28,0
73,202505,8,40,0
74,202505,8,51,0
75,202505,8,54,0
78,202505,4,12,0
79,202505,7,12,0
80,202505,6,11,0
82,202505,8,10,0
83,202505,4,8,0
84,202505,5,6,0
85,202505,2,5,0
9,202505,2,71,0
86,202505,2,4,0
87,202505,2,4,0
88,202505,8,4,0
89,202505,8,4,0
90,202505,1,3,0
91,202505,6,2,1
92,202505,8,2,1
57,202505,7,47,0
93,202505,4,1,1
94,202505,7,1,1
95,202505,3,0,1
96,202505,6,0,1
97,202505,7,0,1
98,202505,8,0,1
81,202505,6,11,0
10,202506,1,37,0
11,202506,1,47,0
12,202506,1,23,0
13,202506,1,53,0
14,202506,1,83,0
15,202506,1,23,0
16,202506,1,36,0
17,202506,1,46,0
18,202506,2,50,0
19,202506,2,33,0
21,202506,2,31,0
23,202506,2,76,0
24,202506,2,32,0
25,202506,2,49,0
26,202506,2,34,0
27,202506,2,59,0
28,202506,2,48,0
29,202506,3,79,0
31,202506,3,25,0
32,202506,3,84,0
33,202506,3,44,0
34,202506,3,62,0
35,202506,3,89,0
36,202506,4,51,0
37,202506,4,36,0
39,202506,4,84,0
40,202506,4,40,0
41,202506,4,80,0
42,202506,4,83,0
43,202506,4,32,0
45,202506,4,23,0
46,202506,5,70,0
47,202506,5,71,0
48,202506,5,45,0
50,202506,5,72,0
51,202506,5,25,0
52,202506,5,87,0
53,202506,5,28,0
54,202506,5,25,0
55,202506,5,29,0
56,202506,6,37,0
58,202506,6,86,0
59,202506,6,65,0
62,202506,6,28,0
63,202506,6,61,0
64,202506,6,79,0
65,202506,7,56,0
68,202506,7,39,0
69,202506,7,49,0
71,202506,7,29,0
73,202506,8,41,0
74,202506,8,52,0
75,202506,8,55,0
78,202506,4,13,0
79,202506,7,13,0
80,202506,6,12,0
82,202506,8,11,0
83,202506,4,9,0
84,202506,5,7,0
85,202506,2,6,0
9,202506,2,72,0
86,202506,2,5,0
87,202506,2,5,0
88,202506,8,5,0
89,202506,8,5,0
90,202506,1,4,0
91,202506,6,3,0
92,202506,8,3,0
57,202506,7,48,0
93,202506,4,2,1
94,202506,7,2,1
95,202506,3,1,1
96,202506,6,1,1
97,202506,7,1,1
98,202506,8,1,1
81,202506,6,12,0
10,202507,1,38,0
11,202507,1,48,0
12,202507,1,24,0
13,202507,1,54,0
14,202507,1,84,0
15,202507,1,24,0
16,202507,1,37,0
17,202507,1,47,0
18,202507,2,51,0
19,202507,2,34,0
21,202507,2,32,0
23,202507,2,77,0
24,202507,2,33,0
25,202507,2,50,0
26,202507,2,35,0
27,202507,2,60,0
28,202507,2,49,0
31,202507,3,26,0
